Library_Name_s, env_biome_s, env_feature_s, lat, lon
P00640, city, subway, 40.80, 73.95
P00641, city, subway, 40.80, 73.95
P00642, city, subway, 40.80, 73.95
P00643, city, subway, 40.79, 73.96
P00644, city, subway, 40.79, 73.96
P00645, city, subway, 40.79, 73.96
P00646, city, subway, 40.79, 73.97
P00647, city, subway, 40.78, 73.96
P00648, city, subway, 40.78, 73.96
P00649, city, subway, 40.78, 73.96
P00650, city, subway, 40.78, 73.96
P00651, city, subway, 40.77, 73.97
P00652, city, subway, 40.77, 73.97
P00653, city, subway, 40.77, 73.97
P00654, city, subway, 40.77, 73.97
P00655, city, subway, 40.86, 73.92
P00656, city, subway, 40.86, 73.92
P00657, city, subway, 40.85, 73.93
P00658, city, subway, 40.85, 73.93
P00659, city, subway, 40.79, 73.95
P00660, city, subway, 40.79, 73.95
P00661, city, subway, 40.82, 73.93
P00662, city, subway, 40.82, 73.93
P00663, city, subway, 40.82, 73.93
P00664, city, subway, 40.82, 73.93
P00665, city, subway, 40.80, 73.94
P00666, city, subway, 40.80, 73.94
P00667, city, subway, 40.82, 73.93
P00668, city, subway, 40.82, 73.93
P00669, city, subway, 40.80, 73.94
P00670, city, subway, 40.80, 73.94
P00671, city, subway, 40.80, 73.94
P00672, city, subway, 40.74, 73.99
P00673, city, subway, 40.74, 73.99
P00674, city, subway, 40.74, 73.99
P00675, city, subway, 40.74, 73.99
P00676, city, subway, 40.76, 73.98
P00677, city, subway, 40.76, 73.98
P00678, city, subway, 40.76, 73.98
P00679, city, subway, 40.78, 73.98
P00680, city, subway, 40.78, 73.97
P00681, city, subway, 40.78, 73.97
P00682, city, subway, 40.78, 73.98
P00683, city, subway, 40.78, 73.97
P00684, city, subway, 40.78, 73.97
P00685, city, subway, 40.78, 73.97
P00686, city, subway, 40.80, 73.96
P00687, city, subway, 40.80, 73.96
P00688, city, subway, 40.80, 73.96
P00689, city, subway, 40.81, 73.95
P00690, city, subway, 40.81, 73.95
P00691, city, subway, 40.81, 73.95
P00692, city, subway, 40.82, 73.95
P00693, city, subway, 40.82, 73.95
P00694, city, subway, 40.82, 73.94
P00695, city, subway, 40.83, 73.94
P00696, city, subway, 40.83, 73.94
P00697, city, subway, 40.83, 73.94
P00698, city, subway, 40.84, 73.93
P00699, city, subway, 40.84, 73.93
P00700, city, subway, 40.84, 73.93
P00701, city, subway, 40.85, 73.92
P00702, city, subway, 40.85, 73.92
P00703, city, subway, 40.84, 73.93
P00704, city, subway, 40.86, 73.92
P00705, city, subway, 40.86, 73.91
P00706, city, subway, 40.86, 73.91
P00707, city, subway, 40.86, 73.91
P00708, city, subway, 40.86, 73.91
P00709, city, subway, 40.87, 73.91
P00710, city, subway, 40.87, 73.90
P00711, city, subway, 40.87, 73.90
P00712, city, subway, 40.88, 73.90
P00713, city, subway, 40.88, 73.90
P00714, city, subway, 40.87, 73.90
P00715, city, subway, 40.86, 73.91
P00716, city, subway, 40.74, 73.99
P00717, city, subway, 40.74, 73.99
P00718, city, subway, 40.72, 74.00
P00719, city, subway, 40.72, 74.00
P00720, city, subway, 40.71, 74.00
P00721, city, subway, 40.71, 74.00
P00722, city, subway, 40.70, 74.01
P00723, city, subway, 40.70, 74.01
P00724, city, subway, 40.70, 74.01
P00725, city, subway, 40.70, 74.01
P00726, city, subway, 40.70, 74.00
P00727, city, subway, 40.70, 74.00
P00728, city, subway, 40.70, 74.00
P00729, city, subway, 40.70, 74.00
P00730, city, subway, 40.70, 74.00
P00731, city, subway, 40.71, 74.00
P00732, city, subway, 40.71, 74.00
P00733, city, subway, 40.76, 73.98
P00734, city, subway, 40.76, 73.98
P00735, city, subway, 40.76, 73.98
P00736, city, subway, 40.76, 73.98
P00737, city, subway, 40.75, 73.99
P00738, city, subway, 40.75, 73.99
P00739, city, subway, 40.74, 73.99
P00740, city, subway, 40.74, 73.99
P00741, city, subway, 40.72, 74.00
P00742, city, subway, 40.72, 74.00
P00743, city, subway, 40.71, 74.00
P00744, city, subway, 40.71, 74.00
P00745, city, subway, 40.71, 74.00
P00746, city, subway, 40.80, 73.94
P00747, city, subway, 40.70, 74.01
P00748, city, subway, 40.70, 74.01
P00749, city, subway, 40.77, 73.91
P00751, city, subway, 40.75, 73.95
P00752, city, subway, 40.76, 73.97
P00753, city, subway, 40.76, 73.97
P00754, city, subway, 40.75, 73.96
P00755, city, subway, 40.75, 73.96
P00756, city, subway, 40.75, 73.95
P00757, city, subway, 40.75, 73.95
P00758, city, subway, 40.73, 73.98
P00759, city, subway, 40.73, 73.98
P00760, city, subway, 40.73, 73.98
P00761, city, subway, 40.73, 73.98
P00762, city, subway, 40.73, 73.98
P00763, city, subway, 40.72, 73.96
P00764, city, subway, 40.71, 73.98
P00765, city, subway, 40.70, 73.95
P00766, city, subway, 40.70, 73.95
P00767, city, subway, 40.70, 73.95
P00768, city, subway, 40.70, 73.94
P00769, city, subway, 40.70, 73.94
P00770, city, subway, 40.70, 73.94
P00771, city, subway, 40.70, 73.94
P00772, city, subway, 40.70, 73.94
P00773, city, subway, 40.76, 73.98
P00774, city, subway, 40.72, 73.99
P00775, city, subway, 40.75, 73.98
P00776, city, subway, 40.75, 73.98
P00777, city, subway, 40.75, 73.98
P00778, city, subway, 40.75, 73.98
P00779, city, subway, 40.76, 73.98
P00780, city, subway, 40.76, 73.98
P00781, city, subway, 40.59, 73.95
P00782, city, subway, 40.78, 73.95
P00783, city, subway, 40.59, 73.97
P00784, city, subway, 40.79, 73.94
P00785, city, subway, 40.80, 73.95
P00786, city, subway, 40.80, 73.95
P00787, city, subway, 40.81, 73.95
P00788, city, subway, 40.81, 73.95
P00789, city, subway, 40.81, 73.94
P00790, city, subway, 40.81, 73.94
P00791, city, subway, 40.83, 73.93
P00792, city, subway, 40.83, 73.93
P00793, city, subway, 40.83, 73.93
P00794, city, subway, 40.83, 73.92
P00795, city, subway, 40.83, 73.92
P00796, city, subway, 40.83, 73.91
P00797, city, subway, 40.84, 73.91
P00798, city, subway, 40.84, 73.91
P00799, city, subway, 40.75, 73.95
P00800, city, subway, 40.76, 73.95
P00801, city, subway, 40.76, 73.96
P00802, city, subway, 40.76, 73.97
P00803, city, subway, 40.76, 73.97
P00804, city, subway, 40.76, 73.97
P00805, city, subway, 40.74, 73.99
P00806, city, subway, 40.74, 73.99
P00807, city, subway, 40.72, 73.98
P00808, city, subway, 40.72, 73.98
P00809, city, subway, 40.71, 73.99
P00810, city, subway, 40.71, 73.99
P00811, city, subway, 40.76, 73.97
P00812, city, subway, 40.62, 73.97
P00813, city, subway, 40.76, 73.97
P00814, city, subway, 40.76, 73.98
P00815, city, subway, 40.76, 73.98
P00816, city, subway, 40.76, 73.96
P00817, city, subway, 40.76, 73.96
P00818, city, subway, 40.76, 73.97
P00819, city, subway, 40.76, 73.97
P00820, city, subway, 40.75, 73.98
P00821, city, subway, 40.75, 73.98
P00822, city, subway, 40.75, 73.98
P00823, city, subway, 40.75, 73.98
P00824, city, subway, 40.74, 73.99
P00825, city, subway, 40.74, 73.99
P00826, city, subway, 40.74, 73.99
P00827, city, subway, 40.74, 73.99
P00828, city, subway, 40.73, 73.99
P00829, city, subway, 40.73, 73.99
P00830, city, subway, 40.73, 74.00
P00831, city, subway, 40.73, 74.00
P00832, city, subway, 40.72, 73.99
P00833, city, subway, 40.72, 73.99
P00834, city, subway, 40.72, 73.98
P00835, city, subway, 40.72, 73.98
P00836, city, subway, 40.71, 73.98
P00837, city, subway, 40.71, 73.98
P00838, city, subway, 40.75, 73.98
P00839, city, subway, 40.76, 73.98
P00840, city, subway, 40.76, 73.97
P00841, city, subway, 40.76, 73.97
P00842, city, subway, 40.76, 73.96
P00843, city, subway, 40.75, 73.95
P00844, city, subway, 40.72, 73.99
P00845, city, subway, 40.72, 73.99
P00846, city, subway, 40.71, 74.00
P00847, city, subway, 40.71, 74.00
P00848, city, subway, 40.71, 74.00
P00849, city, subway, 40.71, 74.00
P00850, city, subway, 40.71, 73.99
P00851, city, subway, 40.71, 73.99
P00852, city, subway, 40.70, 74.01
P00853, city, subway, 40.70, 74.01
P00854, city, subway, 40.71, 73.99
P00855, city, subway, 40.71, 73.99
P00856, city, subway, 40.70, 73.81
P00857, city, subway, 40.70, 73.81
P00858, city, subway, 40.75, 73.58
P00859, city, subway, 40.70, 73.81
P00860, city, subway, 40.70, 73.81
P00861, city, subway, 40.70, 73.82
P00862, city, subway, 40.70, 73.82
P00863, city, subway, 40.70, 73.82
P00864, city, subway, 40.70, 73.83
P00865, city, subway, 40.69, 73.83
P00866, city, subway, 40.69, 73.83
P00867, city, subway, 40.69, 73.98
P00868, city, subway, 40.69, 73.84
P00869, city, subway, 40.69, 73.84
P00870, city, subway, 40.69, 73.84
P00871, city, subway, 40.69, 73.86
P00872, city, subway, 40.69, 73.86
P00873, city, subway, 40.69, 73.86
P00874, city, subway, 40.71, 73.83
P00875, city, subway, 40.69, 73.85
P00876, city, subway, 40.69, 73.84
P00877, city, subway, 40.69, 73.84
P00878, city, subway, 40.71, 73.83
P00880, city, subway, 40.71, 73.82
P00881, city, subway, 40.71, 73.82
P00882, city, subway, 40.71, 73.82
P00883, city, subway, 40.72, 73.85
P00884, city, subway, 40.72, 73.85
P00886, city, subway, 40.73, 73.86
P00887, city, subway, 40.73, 73.86
P00888, city, subway, 40.74, 73.89
P00890, city, subway, 40.75, 73.90
P00891, city, subway, 40.75, 73.90
P00892, city, subway, 40.74, 73.89
P00893, city, subway, 40.75, 73.94
P00894, city, subway, 40.75, 73.94
P00895, city, subway, 40.74, 73.93
P00896, city, subway, 40.74, 73.93
P00897, city, subway, 40.74, 73.92
P00898, city, subway, 40.74, 73.92
P00899, city, subway, 40.74, 73.92
P00900, city, subway, 40.74, 73.91
P00901, city, subway, 40.74, 73.91
P00902, city, subway, 40.74, 73.91
P00903, city, subway, 40.74, 73.91
P00904, city, subway, 40.74, 73.91
P00905, city, subway, 40.74, 73.91
P00906, city, subway, 40.74, 73.89
P00907, city, subway, 40.74, 73.89
P00908, city, subway, 40.74, 73.89
P00909, city, subway, 40.74, 73.89
P00910, city, subway, 40.74, 73.89
P00911, city, subway, 40.74, 73.88
P00912, city, subway, 40.74, 73.88
P00913, city, subway, 40.74, 73.87
P00914, city, subway, 40.74, 73.87
P00915, city, subway, 40.74, 73.87
P00916, city, subway, 40.74, 73.86
P00917, city, subway, 40.74, 73.86
P00918, city, subway, 40.75, 73.85
P00919, city, subway, 40.75, 73.85
P00920, city, subway, 40.75, 73.85
P00921, city, subway, 40.75, 73.85
P00922, city, subway, 40.74, 73.88
P00923, city, subway, 40.74, 73.89
P00924, city, subway, 40.74, 73.94
P00925, city, subway, 40.74, 73.95
P00926, city, subway, 40.74, 73.95
P00927, city, subway, 40.74, 73.95
P00928, city, subway, 40.74, 73.95
P00929, city, subway, 40.74, 73.94
P00930, city, subway, 40.74, 73.94
P00931, city, subway, 40.75, 73.93
P00932, city, subway, 40.75, 73.93
P00933, city, subway, 40.75, 73.93
P00934, city, subway, 40.75, 73.93
P00935, city, subway, 40.76, 73.92
P00936, city, subway, 40.76, 73.92
P00937, city, subway, 40.76, 73.92
P00938, city, subway, 40.77, 73.91
P00939, city, subway, 40.69, 73.93
P00940, city, subway, 40.69, 73.91
P00941, city, subway, 40.69, 73.91
P00942, city, subway, 40.69, 73.91
P00943, city, subway, 40.70, 73.90
P00944, city, subway, 40.70, 73.90
P00945, city, subway, 40.70, 73.90
P00947, city, subway, 40.70, 73.90
P00948, city, subway, 40.69, 73.91
P00949, city, subway, 40.69, 73.91
P00950, city, subway, 40.69, 73.91
P00951, city, subway, 40.71, 74.00
P00952, city, subway, 40.71, 74.00
P00953, city, subway, 40.70, 74.01
P00954, city, subway, 40.70, 74.01
P00955, city, subway, 40.70, 74.01
P00956, city, subway, 40.70, 74.01
P00957, city, subway, 40.70, 74.01
P00958, city, subway, 40.70, 74.01
P00959, city, subway, 40.75, 73.92
P00960, city, subway, 40.75, 73.92
P00961, city, subway, 40.75, 73.91
P00962, city, subway, 40.74, 73.88
P00963, city, subway, 40.73, 73.87
P00964, city, subway, 40.72, 73.86
P00965, city, subway, 40.74, 73.90
P00966, city, subway, 40.74, 73.90
P00967, city, subway, 40.68, 73.82
P00968, city, subway, 40.68, 73.82
P00969, city, subway, 40.68, 73.82
P00970, city, subway, 40.68, 73.82
P00971, city, subway, 40.68, 73.82
P00972, city, subway, 40.68, 73.82
P00973, city, subway, 40.68, 73.82
P00974, city, subway, 40.60, 73.81
P00975, city, subway, 40.63, 73.82
P00976, city, subway, 40.63, 73.82
P00977, city, subway, 40.62, 73.82
P00978, city, subway, 40.62, 73.81
P00979, city, subway, 40.61, 73.81
P00980, city, subway, 40.64, 73.82
P00981, city, subway, 40.61, 73.81
P00982, city, subway, 40.60, 73.81
P00983, city, subway, 40.59, 73.80
P00984, city, subway, 40.60, 73.81
P00985, city, subway, 40.58, 73.83
P00986, city, subway, 40.65, 73.82
P00987, city, subway, 40.59, 73.79
P00988, city, subway, 40.59, 73.80
P00989, city, subway, 40.60, 73.75
P00990, city, subway, 40.60, 73.75
P00991, city, subway, 40.60, 73.76
P00992, city, subway, 40.60, 73.76
P00993, city, subway, 40.59, 73.76
P00994, city, subway, 40.59, 73.76
P00995, city, subway, 40.59, 73.77
P00996, city, subway, 40.59, 73.77
P00997, city, subway, 40.59, 73.78
P00998, city, subway, 40.59, 73.78
P00999, city, subway, 40.59, 73.79
P01000, city, subway, 40.59, 73.79
P01001, city, subway, 40.59, 73.80
P01002, city, subway, 40.60, 73.81
P01003, city, subway, 40.60, 73.81
P01004, city, subway, 40.59, 73.80
P01005, city, subway, 40.59, 73.81
P01006, city, subway, 40.59, 73.81
P01007, city, subway, 40.59, 73.81
P01008, city, subway, 40.58, 73.83
P01009, city, subway, 40.58, 73.83
P01010, city, subway, 40.58, 73.82
P01011, city, subway, 40.58, 73.82
P01012, city, subway, 40.58, 73.82
P01013, city, subway, 40.58, 73.82
P01014, city, subway, 40.58, 73.81
P01015, city, subway, 40.75, 73.97
P01016, city, subway, 40.66, 73.83
P01017, city, subway, 40.66, 73.83
P01018, city, subway, 40.66, 73.83
P01019, city, subway, 40.66, 73.83
P01020, city, subway, 40.67, 73.83
P01021, city, subway, 40.67, 73.83
P01022, city, subway, 40.68, 73.84
P01023, city, subway, 40.68, 73.84
P01024, city, subway, 40.68, 73.82
P01025, city, subway, 40.68, 73.82
P01026, city, subway, 40.68, 73.83
P01027, city, subway, 40.68, 73.83
P01028, city, subway, 40.68, 73.83
P01029, city, subway, 40.68, 73.83
P01030, city, subway, 40.67, 73.85
P01031, city, subway, 40.67, 73.85
P01032, city, subway, 40.67, 73.85
P01033, city, subway, 40.67, 73.85
P01034, city, subway, 40.67, 73.86
P01035, city, subway, 40.67, 73.86
P01036, city, subway, 40.67, 73.87
P01037, city, subway, 40.67, 73.87
P01038, city, subway, 40.67, 73.88
P01039, city, subway, 40.67, 73.88
P01040, city, subway, 40.67, 73.89
P01041, city, subway, 40.67, 73.89
P01042, city, subway, 40.67, 73.89
P01043, city, subway, 40.67, 73.89
P01044, city, subway, 40.67, 73.90
P01045, city, subway, 40.67, 73.90
P01046, city, subway, 40.67, 73.91
P01047, city, subway, 40.67, 73.91
P01048, city, subway, 40.67, 73.92
P01049, city, subway, 40.67, 73.92
P01050, city, subway, 40.67, 73.93
P01051, city, subway, 40.67, 73.93
P01052, city, subway, 40.67, 73.94
P01053, city, subway, 40.67, 73.94
P01054, city, subway, 40.68, 73.95
P01055, city, subway, 40.68, 73.95
P01056, city, subway, 40.68, 73.95
P01057, city, subway, 40.68, 73.95
P01058, city, subway, 40.68, 73.97
P01059, city, subway, 40.68, 73.97
P01060, city, subway, 40.67, 73.95
P01061, city, subway, 40.67, 73.95
P01062, city, subway, 40.67, 73.95
P01063, city, subway, 40.67, 73.95
P01071, city, subway, 40.80, 73.94
P01072, city, subway, 40.80, 73.94
P01073, city, subway, 40.80, 73.94
P01074, city, subway, 40.79, 73.94
P01075, city, subway, 40.69, 73.98
P01076, city, subway, 40.69, 73.98
P01077, city, subway, 40.68, 73.97
P01078, city, subway, 40.68, 73.97
P01079, city, subway, 40.68, 73.97
P01080, city, subway, 40.68, 73.97
P01081, city, subway, 40.68, 73.97
P01082, city, subway, 40.68, 73.97
P01083, city, subway, 40.67, 73.96
P01084, city, subway, 40.67, 73.96
P01085, city, subway, 40.66, 73.95
P01086, city, subway, 40.66, 73.95
P01087, city, subway, 40.66, 73.95
P01088, city, subway, 40.66, 73.95
P01089, city, subway, 40.65, 73.95
P01090, city, subway, 40.65, 73.95
P01091, city, subway, 40.65, 73.94
P01092, city, subway, 40.65, 73.94
P01093, city, subway, 40.64, 73.94
P01094, city, subway, 40.64, 73.94
P01095, city, subway, 40.63, 73.94
P01096, city, subway, 40.63, 73.94
P01097, city, subway, 40.63, 73.94
P01098, city, subway, 40.63, 73.94
P01099, city, subway, 40.63, 73.94
P01100, city, subway, 40.64, 73.94
P01101, city, subway, 40.66, 73.95
P01102, city, subway, 40.66, 73.95
P01103, city, subway, 40.66, 73.94
P01104, city, subway, 40.66, 73.94
P01105, city, subway, 40.66, 73.93
P01106, city, subway, 40.66, 73.93
P01107, city, subway, 40.66, 73.92
P01108, city, subway, 40.66, 73.92
P01109, city, subway, 40.66, 73.91
P01110, city, subway, 40.66, 73.91
P01111, city, subway, 40.66, 73.90
P01112, city, subway, 40.66, 73.90
P01113, city, subway, 40.66, 73.90
P01114, city, subway, 40.66, 73.90
P01115, city, subway, 40.66, 73.89
P01116, city, subway, 40.66, 73.89
P01117, city, subway, 40.66, 73.88
P01118, city, subway, 40.66, 73.88
P01119, city, subway, 40.66, 73.88
P01120, city, subway, 40.66, 73.88
P01121, city, subway, 40.66, 73.88
P01122, city, subway, 40.66, 73.89
P01123, city, subway, 40.66, 73.91
P01124, city, subway, 40.66, 73.91
P01125, city, subway, 40.66, 73.91
P01126, city, subway, 40.66, 73.92
P01127, city, subway, 40.66, 73.91
P01128, city, subway, 40.75, 73.97
P01129, city, subway, 40.75, 73.98
P01130, city, subway, 40.71, 73.95
P01131, city, subway, 40.71, 73.95
P01132, city, subway, 40.71, 73.94
P01133, city, subway, 40.71, 73.94
P01134, city, subway, 40.70, 73.93
P01135, city, subway, 40.70, 73.93
P01136, city, subway, 40.70, 73.92
P01137, city, subway, 40.70, 73.92
P01138, city, subway, 40.71, 73.94
P01139, city, subway, 40.70, 73.93
P01140, city, subway, 40.69, 73.90
P01141, city, subway, 40.69, 73.90
P01142, city, subway, 40.68, 73.90
P01143, city, subway, 40.68, 73.90
P01144, city, subway, 40.67, 73.90
P01145, city, subway, 40.67, 73.90
P01146, city, subway, 40.66, 73.90
P01147, city, subway, 40.66, 73.90
P01148, city, subway, 40.65, 73.89
P01149, city, subway, 40.65, 73.89
P01150, city, subway, 40.64, 73.90
P01151, city, subway, 40.64, 73.89
P01152, city, subway, 40.66, 73.90
P01153, city, subway, 40.66, 73.90
P01154, city, subway, 40.67, 73.90
P01155, city, subway, 40.68, 73.91
P01156, city, subway, 40.68, 73.92
P01157, city, subway, 40.69, 73.92
P01158, city, subway, 40.69, 73.92
P01159, city, subway, 40.68, 73.91
P01160, city, subway, 40.68, 73.91
P01161, city, subway, 40.68, 73.91
P01162, city, subway, 40.68, 73.91
P01163, city, subway, 40.67, 73.89
P01164, city, subway, 40.67, 73.90
P01165, city, subway, 40.67, 73.89
P01166, city, subway, 40.67, 73.89
P01167, city, subway, 40.67, 73.89
P01168, city, subway, 40.67, 73.89
P01169, city, subway, 40.68, 73.88
P01170, city, subway, 40.68, 73.88
P01171, city, subway, 40.68, 73.87
P01172, city, subway, 40.68, 73.87
P01173, city, subway, 40.68, 73.87
P01174, city, subway, 40.68, 73.87
P01175, city, subway, 40.69, 73.86
P01176, city, subway, 40.69, 73.86
P01177, city, subway, 40.69, 73.86
P01178, city, subway, 40.69, 73.85
P01179, city, subway, 40.69, 73.84
P01180, city, subway, 40.69, 73.84
P01181, city, subway, 40.69, 73.83
P01182, city, subway, 40.69, 73.83
P01183, city, subway, 40.70, 73.82
P01184, city, subway, 40.70, 73.82
P01185, city, subway, 40.70, 73.82
P01186, city, subway, 40.70, 73.82
P01187, city, subway, 40.70, 73.82
P01188, city, subway, 40.70, 73.82
P01189, city, subway, 40.70, 73.82
P01190, city, subway, 40.70, 73.81
P01191, city, subway, 40.69, 73.83
P01192, city, subway, 40.69, 73.84
P01193, city, subway, 40.69, 73.85
P01194, city, subway, 40.75, 73.96
P01195, city, subway, 40.75, 73.96
P01196, city, subway, 40.82, 73.92
P01197, city, subway, 40.82, 73.92
P01198, city, subway, 40.83, 73.91
P01199, city, subway, 40.83, 73.91
P01200, city, subway, 40.83, 73.91
P01201, city, subway, 40.83, 73.91
P01202, city, subway, 40.83, 73.91
P01203, city, subway, 40.83, 73.91
P01204, city, subway, 40.84, 73.91
P01205, city, subway, 40.84, 73.91
P01206, city, subway, 40.85, 73.90
P01207, city, subway, 40.85, 73.90
P01208, city, subway, 40.84, 73.90
P01209, city, subway, 40.85, 73.90
P01210, city, subway, 40.85, 73.90
P01211, city, subway, 40.84, 73.90
P01212, city, subway, 40.86, 73.89
P01213, city, subway, 40.86, 73.89
P01214, city, subway, 40.86, 73.89
P01215, city, subway, 40.86, 73.89
P01216, city, subway, 40.86, 73.89
P01217, city, subway, 40.86, 73.89
P01218, city, subway, 40.87, 73.88
P01219, city, subway, 40.87, 73.88
P01220, city, subway, 40.86, 73.89
P01221, city, subway, 40.87, 73.87
P01222, city, subway, 40.87, 73.87
P01223, city, subway, 40.87, 73.88
P01224, city, subway, 40.69, 73.98
P01225, city, subway, 40.69, 73.98
P01226, city, subway, 40.68, 73.99
P01227, city, subway, 40.68, 73.99
P01228, city, subway, 40.68, 73.99
P01229, city, subway, 40.68, 73.99
P01230, city, subway, 40.67, 73.98
P01231, city, subway, 40.67, 73.98
P01232, city, subway, 40.66, 73.97
P01233, city, subway, 40.66, 73.97
P01234, city, subway, 40.65, 73.97
P01235, city, subway, 40.65, 73.97
P01236, city, subway, 40.63, 73.97
P01237, city, subway, 40.63, 73.97
P01238, city, subway, 40.62, 73.97
P01239, city, subway, 40.62, 73.97
P01240, city, subway, 40.62, 73.97
P01241, city, subway, 40.62, 73.97
P01242, city, subway, 40.62, 73.97
P01243, city, subway, 40.62, 73.97
P01244, city, subway, 40.61, 73.97
P01245, city, subway, 40.61, 73.97
P01246, city, subway, 40.60, 73.97
P01247, city, subway, 40.60, 73.97
P01248, city, subway, 40.60, 73.97
P01249, city, subway, 40.60, 73.97
P01250, city, subway, 40.58, 73.97
P01251, city, subway, 40.58, 73.97
P01252, city, subway, 40.59, 73.97
P01255, city, subway, 40.63, 73.97
P01256, city, subway, 40.60, 73.97
P01257, city, subway, 40.61, 73.97
P01258, city, subway, 40.62, 73.97
P01259, city, subway, 40.63, 73.97
P01260, city, subway, 40.64, 73.97
P01261, city, subway, 40.59, 73.97
P01262, city, subway, 40.59, 73.97
P01264, city, subway, 40.58, 73.97
P01267, city, subway, 40.57, 73.97
P01270, city, subway, 40.58, 73.97
P01276, city, subway, 40.68, 73.96
P01277, city, subway, 40.68, 73.96
P01279, city, subway, 40.69, 73.94
P01280, city, subway, 40.69, 73.94
P01282, city, subway, 40.70, 73.95
P01283, city, subway, 40.70, 73.95
P01285, city, subway, 40.72, 73.95
P01286, city, subway, 40.72, 73.95
P01287, city, subway, 40.76, 73.96
P01288, city, subway, 40.81, 73.92
P01289, city, subway, 40.81, 73.92
P01290, city, subway, 40.81, 73.91
P01291, city, subway, 40.81, 73.91
P01292, city, subway, 40.81, 73.92
P01293, city, subway, 40.82, 73.89
P01294, city, subway, 40.83, 73.88
P01295, city, subway, 40.84, 73.88
P01296, city, subway, 40.85, 73.86
P01297, city, subway, 40.85, 73.86
P01298, city, subway, 40.85, 73.86
P01299, city, subway, 40.85, 73.85
P01300, city, subway, 40.85, 73.85
P01301, city, subway, 40.86, 73.85
P01302, city, subway, 40.86, 73.84
P01303, city, subway, 40.86, 73.84
P01304, city, subway, 40.87, 73.83
P01305, city, subway, 40.87, 73.83
P01306, city, subway, 40.88, 73.83
P01307, city, subway, 40.88, 73.83
P01308, city, subway, 40.78, 73.94
P01309, city, subway, 40.78, 73.95
P01310, city, subway, 40.87, 73.88
P01311, city, subway, 40.81, 73.92
P01312, city, subway, 40.80, 73.91
P01313, city, subway, 40.80, 73.91
P01314, city, subway, 40.80, 73.91
P01315, city, subway, 40.80, 73.91
P01316, city, subway, 40.80, 73.90
P01317, city, subway, 40.80, 73.90
P01318, city, subway, 40.81, 73.90
P01319, city, subway, 40.81, 73.90
P01320, city, subway, 40.81, 73.89
P01321, city, subway, 40.81, 73.89
P01322, city, subway, 40.82, 73.89
P01323, city, subway, 40.82, 73.89
P01324, city, subway, 40.82, 73.88
P01325, city, subway, 40.82, 73.88
P01326, city, subway, 40.82, 73.87
P00044_hudsonmiseq, city, subway, 40.68, 73.97
P00044, city, subway, 40.68, 73.97
P00053_hudsonmiseq, city, subway, 40.69, 73.91
P00053, city, subway, 40.69, 73.91
P00059_hudsonmiseq, city, subway, 40.73, 73.99
P00059, city, subway, 40.73, 73.99
P00119, city, subway, 40.71, 73.98
P00121_hudsonmiseq, city, subway, 40.71, 73.97
P00121, city, subway, 40.71, 73.97
P00123_hudsonmiseq, city, subway, 40.70, 73.95
P00123, city, subway, 40.70, 73.95
P01327, city, subway, 40.82, 73.87
P01328, city, subway, 40.82, 73.87
P01329, city, subway, 40.82, 73.87
P01330, city, subway, 40.83, 73.86
P01331, city, subway, 40.83, 73.86
P01332, city, subway, 40.83, 73.86
P01333, city, subway, 40.83, 73.86
P01334, city, subway, 40.83, 73.85
P01335, city, subway, 40.83, 73.85
P01336, city, subway, 40.83, 73.84
P01337, city, subway, 40.83, 73.84
P01338, city, subway, 40.83, 73.84
P01339, city, subway, 40.83, 73.84
P01340, city, subway, 40.84, 73.83
P01341, city, subway, 40.84, 73.83
P01342, city, subway, 40.84, 73.83
P01343, city, subway, 40.84, 73.83
P01344, city, subway, 40.85, 73.82
P01345, city, subway, 40.85, 73.82
P01346, city, subway, 40.85, 73.82
P01347, city, subway, 40.84, 73.83
P01348, city, subway, 40.85, 73.82
P01349, city, subway, 40.84, 73.83
P01350, city, subway, 40.85, 73.82
P01351, city, subway, 40.84, 73.83
P01352, city, subway, 40.85, 73.82
P01353, city, subway, 40.84, 73.84
P01354, city, subway, 40.85, 73.82
P01355, city, subway, 40.84, 73.84
P01356, city, subway, 40.85, 73.82
P01357, city, subway, 40.83, 73.84
P01358, city, subway, 40.85, 73.82
P01359, city, subway, 40.83, 73.84
P01360, city, subway, 40.85, 73.82
P01361, city, subway, 40.85, 73.82
P01362, city, subway, 40.68, 73.99
P01363, city, subway, 40.67, 73.98
P01364, city, subway, 40.67, 73.98
P01365, city, subway, 40.67, 73.98
P01366, city, subway, 40.66, 73.99
P01367, city, subway, 40.66, 73.99
P01368, city, subway, 40.66, 73.99
P01369, city, subway, 40.66, 73.99
P01370, city, subway, 40.65, 73.99
P01371, city, subway, 40.64, 74.01
P01372, city, subway, 40.64, 74.01
P01373, city, subway, 40.64, 74.01
P01374, city, subway, 40.64, 74.01
P01375, city, subway, 40.65, 73.99
P01376, city, subway, 40.63, 74.02
P01377, city, subway, 40.63, 74.02
P01378, city, subway, 40.62, 74.02
P01379, city, subway, 40.62, 74.02
P01380, city, subway, 40.62, 74.02
P01381, city, subway, 40.62, 74.02
P01382, city, subway, 40.63, 74.01
P01383, city, subway, 40.63, 74.01
P01384, city, subway, 40.63, 74.01
P01385, city, subway, 40.63, 74.01
P01386, city, subway, 40.63, 74.00
P01387, city, subway, 40.63, 74.00
P01388, city, subway, 40.63, 74.00
